	id	priceLabel	name	brandId	brandName	colorId	colorFamily	colorNamed
75	518964662	165.0	Armani Collezioni Striped Silk Tie, Navy	747	Armani Collezioni	10	Blue	NAVY
76	478939343	190.0	Salvatore Ferragamo Giraffe & Cloud Print Silk Tie, Navy/Pink	1948	Salvatore Ferragamo			
77	488621496	185.0	Brackish Bowties Big Spur Feathered Bow Tie, Red	0		7	Red	RED
78	521362491	195.0	Ermenegildo Zegna Paisley-Print Silk Tie, Brown	1139	Ermenegildo Zegna	1	Brown	BROWN
79	444072222	460.0	Stefano Ricci Silk Tie & Pocket Square Set, Red/Blue	3297	Stefano Ricci	7	Red	RED/WHITE
80	521362494	195.0	Ermenegildo Zegna 3D Basketweave Silk Tie, Blue	1139	Ermenegildo Zegna	10	Blue	BLUE
81	452869996	250.0	Stefano Ricci Neat Paisley Pattern Silk Tie, Yellow	3297	Stefano Ricci	4	Yellow	YELLOW 12
82	464634689	125.0	Neiman Marcus Velvet and Silk Bow Tie, Black	1724	Neiman Marcus	16	Black	BLACK
83	486414351	250.0	TOM FORD Grosgrain Silk Bow Tie, Black	2130	Tom Ford	16	Black	BLACK
84	476753332	330.0	Stefano Ricci Pleated Crystal Bow Tie, Black	3297	Stefano Ricci	16	Black	BLACK
85	523569198	165.0	Armani Collezioni 3D Box-Print Silk Tie, Gray/Light Blue	747	Armani Collezioni	14	Gray	GREY/LIGHT BLUE
86	503177848	190.0	Burberry Manston Exploded-Check Silk Tie, Navy	870	Burberry	10	Blue	NAVY
87	488762160	245.0	Charvet Floral-Pattern Neat Silk Tie, Red	949	Charvet	7	Red	RED
88	494226753	170.0	Lanvin Knit Silk Tie, Black	1487	Lanvin	16	Black	BLACK
89	494226344	140.0	Lanvin Raw Edge Bow Tie, Black	1487	Lanvin	16	Black	BLACK
90	471621269	190.0	Salvatore Ferragamo Owl-Print Woven Tie, Royal	1948	Salvatore Ferragamo	10	Blue	ROYAL
91	531586633	315.0	Stefano Ricci Octagonal-Pattern Crystal Bow Tie, Black	3297	Stefano Ricci	16	Black	BLACK
92	522583223	250.0	TOM FORD Large Dot-Print Silk Tie, White/Black	2130	Tom Ford	15	White	WHITE/BLACK
93	532975723	230.0	Brioni Circle-Link Printed Silk Tie	859	Brioni	3	Orange	ORANGE
94	531946069	220.0	TOM FORD Solid Knit Silk Tie	2130	Tom Ford	20	Beige	BEIGE
95	524002962	295.0	Kiton Woven Check Silk Tie	1452	Kiton	13	Green	GREEN
96	505373476	275.0	Stefano Ricci Neat Square-Print Silk Tie	3297	Stefano Ricci	4	Yellow	YELLOW
97	516483072	275.0	Stefano Ricci Fancy Paisley-Print Silk Tie	3297	Stefano Ricci	15	White	WHITE/BLACK
98	500600466	250.0	Stefano Ricci Neat Square Printed Silk Tie	3297	Stefano Ricci	7	Red	RED/BLUE
99	503691515	250.0	Stefano Ricci Neat Floral-Dot Patterned Silk Tie	3297	Stefano Ricci	4	Yellow	YELLOW
100	506167873	190.0	Salvatore Ferragamo Car-Print Silk Tie	1948	Salvatore Ferragamo	4	Yellow	YELLOW
101	500600460	285.0	Ermenegildo Zegna Paisley-Print Silk Tie	1139	Ermenegildo Zegna	10	Blue	BLUE
102	506884555	200.0	Fendi Monster Silk Tie	1171	Fendi	14	Gray	GREY
103	497056556	250.0	Stefano Ricci Neat Patterned Silk Tie	3297	Stefano Ricci	10	Blue	BLUE
104	537308249	190.0	Burberry Modern Cut Check Silk Tie	870	Burberry			New Classic Check
105	537230430	148.0	Skinny Striped Tie	1385	John Varvatos	1	Brown	CORDOVAN/TURTLEDOVE
106	537230436	158.0	Wide Finely Striped Tie	1385	John Varvatos	1	Brown	BLK/OFF WHIT
107	537230437	148.0	Skinny Fine Check Tie	1385	John Varvatos	14	Gray	BLK/OFF WHIT
108	494225896	215.0	Mimi Fong Peony Silk Tie, White	0		15	White	WHITE
109	480758216	165.0	Armani Collezioni Textured Herringbone Silk Tie, Wine	747	Armani Collezioni	7	Red	WINE
110	499596462	165.0	Armani Collezioni 3D-Triangle Neat Tie, Purple	747	Armani Collezioni	8	Purple	PURPLE
111	521362905	195.0	Ermenegildo Zegna Medallion-Print Neat Silk Tie	1139	Ermenegildo Zegna	10	Blue	NAVY
112	510917065	250.0	TOM FORD Satin Self-Tie Bow Tie, Black	2130	Tom Ford	16	Black	BLACK
113	474400359	175.0	Massimo Bizzocchi Pre-Tied Polka-Dot Bow Tie, Gray/Blue	0		14	Gray	GREY/BLUE
114	518954602	195.0	Ermenegildo Zegna Flower & Medallion-Print Silk Tie	1139	Ermenegildo Zegna	1	Brown	BROWN
115	500600586	190.0	Salvatore Ferragamo Horse & Horseshoe-Print Silk Tie, Blue	1948	Salvatore Ferragamo	10	Blue	BLUE
116	481696873	190.0	Burberry Textured Tonal-Check Knit Silk Tie, Navy	870	Burberry	10	Blue	NAVY
117	523181979	165.0	Armani Collezioni Neat Circle-Dot Print Tie, Light Blue	747	Armani Collezioni	10	Blue	LIGHT BLUE
118	523569200	95.0	Boss Hugo Boss Geo-Print Silk Tie, Navy	0		10	Blue	NAVY
119	452869961	250.0	Stefano Ricci Windowpane/Floral Pattern Silk Tie, Red	3297	Stefano Ricci	7	Red	RED 1
120	494225572	140.0	Lanvin Raw Edge Bow Tie, Navy	1487	Lanvin	10	Blue	NAVY
121	523569202	165.0	Armani Collezioni 3D Box-Print Silk Tie, Navy/Red	747	Armani Collezioni	7	Red	NAVY/RED
122	500601160	190.0	Burberry Check Silk Tie, Dusty Opal Blue	870	Burberry	10	Blue	BLUE
123	535757514	155.0	Burberry Satin Bow Tie, Black	870	Burberry	16	Black	BLACK
124	494217900	215.0	Mimi Fong Cherry Blossom Silk Tie, Red	0		7	Red	RED
125	527744978	285.0	Ermenegildo Zegna Quindici Paisley Tie, Purple	1139	Ermenegildo Zegna	8	Purple	PURPLE
126	515770949	510.0	Stefano Ricci Crystal Applique Silk Bow Tie, Black	3297	Stefano Ricci	16	Black	BLACK
127	538912699	245.0	Charvet Solid Textured Silk Tie	949	Charvet	10	Blue	NAVY
128	500601110	190.0	Salvatore Ferragamo Sailboat-Print Silk Tie, Light Purple	1948	Salvatore Ferragamo	8	Purple	PURPLE
129	479148982	170.0	Etro Silk Dog Camo-Print Tie, Blue Multi	1146	Etro	10	Blue	BLUE MULTI
130	527626632	795.0	Brunello Cucinelli Fine-Gauge Knit Elbow-Patch Sweater, Burgundy	8296	Brunello Cucinelli	7	Red	BURGUNDY
131	444072633	460.0	Stefano Ricci Silk Tie & Pocket Square Set, Blue	3297	Stefano Ricci	10	Blue	BLUE
132	527843710	230.0	Brioni Textured Track-Stripe Silk Tie	859	Brioni	19	Silver	SILVER
133	302146858	195.0	Charvet Knit Silk Tie, Dark Red	949	Charvet	7	Red	DARK RED
134	501441958	205.0	Ermenegildo Zegna Oversized-Paisley Silk Tie, Gray	1139	Ermenegildo Zegna	14	Gray	GRAY
135	505835878	165.0	Alexander McQueen Dazzle Multi-Striped Silk Tie, Black/White	689	Alexander McQueen	15	White	BLACK/WHITE
136	506880794	200.0	Fendi Monster Eyes Bow Tie	1171	Fendi	14	Gray	GRAY
137	480161607	190.0	Salvatore Ferragamo Butterfly-Print Silk Tie, Green/Blue	1948	Salvatore Ferragamo			
138	480166954	190.0	Salvatore Ferragamo Plume-Print Silk Tie, Magenta/Mustard	1948	Salvatore Ferragamo			
139	485700773	190.0	Salvatore Ferragamo Large-Gancini Print Silk Tie, Green/Blue	1948	Salvatore Ferragamo	10	Blue	GREEN/BLUE
140	517693515	165.0	Armani Collezioni Multi-Striped Silk Tie, Light Blue	747	Armani Collezioni	10	Blue	LIGHT BLUE
141	478939541	190.0	Salvatore Ferragamo Florence Printed Silk Tie, Gray	1948	Salvatore Ferragamo			
142	521362907	195.0	Ermenegildo Zegna Floral Vine-Print Silk Tie, Green	1139	Ermenegildo Zegna	13	Green	GREEN
143	503036007	155.0	Burberry Tonal-Check Bow Tie, Navy	870	Burberry	10	Blue	NAVY
144	522425027	190.0	Thom Browne Classic University Striped Silk Tie, Navy	25337	Thom Browne	10	Blue	NAVY
145	537148861	115.0	Boss Hugo Boss Flecked Donegal Knit Tie, Brown	0		1	Brown	BROWN
146	452870145	275.0	Stefano Ricci Paisley-Print Woven Silk Tie, Blue	3297	Stefano Ricci	10	Blue	BLU 14
147	490858104	245.0	Charvet Striped Silk Tie, Purple/Blue	949	Charvet	8	Purple	PURPLE/BLUE
148	515771925	560.0	Stefano Ricci Silk Tie W/Crystal-Stripe, Black	3297	Stefano Ricci	16	Black	BLACK
149	452870111	275.0	Stefano Ricci Paisley-Print Woven Silk Tie, Pink	3297	Stefano Ricci	17	Pink	PINK 8
150	485303872	190.0	Salvatore Ferragamo Owl-Print Silk Tie, Light Gray/Blue	1948	Salvatore Ferragamo	14	Gray	LT. GREY/BLUE
151	489057160	245.0	Charvet Medallion-Print Silk Tie, Red/Blue	949	Charvet	7	Red	RED/BLUE
152	510921000	250.0	TOM FORD Textured Silk Bow Tie, Black	2130	Tom Ford	16	Black	BLACK
153	503691491	190.0	Burberry Check Silk Tie, Light Blue	870	Burberry	10	Blue	LIGHT BLUE
154	469090319	185.0	Alexander McQueen Prince of Wales Pre-Tied Skull-Print Bow Tie, Black/Blue	689	Alexander McQueen	10	Blue	BLACK/BLUE
155	527745201	285.0	Ermenegildo Zegna Quindici Geometric Circle Tie, Red	1139	Ermenegildo Zegna	7	Red	RED
156	465414108	230.0	Brioni Solid Silk Satin Tie, Red	859	Brioni	7	Red	RED
157	489059103	245.0	Charvet Paisley-Print Silk Tie, Red/Blue	949	Charvet	7	Red	RED/BLUE
158	475761333	300.0	Stefano Ricci Solid Pleated Bow Tie, Black	3297	Stefano Ricci	16	Black	BLACK
159	539119870	245.0	Charvet Woven Box Silk Tie, Purple	949	Charvet	8	Purple	PURPLE
160	539021540	245.0	Charvet Multi-Dot Silk Tie, Blue	949	Charvet	10	Blue	BLUE
161	505369050	195.0	Robert Talbott Medallion-Print Silk Estate Tie, Teal	1918	Robert Talbott	10	Blue	TEAL
162	505373169	295.0	Kiton Circle-Pattern Silk Tie	1452	Kiton	3	Orange	ORANGE
163	511672191	190.0	Salvatore Ferragamo Fish-Print Silk Tie, Yellow	1948	Salvatore Ferragamo	4	Yellow	YELLOW
164	505369046	295.0	Kiton Diamond & Medallion-Printed Silk Tie	1452	Kiton	10	Blue	BLUE
165	497056807	275.0	Stefano Ricci Square Medallion-Print Silk Tie	3297	Stefano Ricci	10	Blue	TEAL
166	507773006	205.0	Ermenegildo Zegna Paisley-Vine Printed Silk Tie	1139	Ermenegildo Zegna	10	Blue	LIGHT BLUE
167	522495783	260.0	TOM FORD Solid Gauze Silk Tie	2130	Tom Ford	10	Blue	NAVY
168	526810268	195.0	Boss Hugo Boss Genesis Slim-Fit Wool Trousers, Light Gray	0		14	Gray	LIGHT GREY
169	501870782	275.0	Stefano Ricci Neat Patterned Silk Tie	3297	Stefano Ricci	10	Blue	BLUE
170	516800470	190.0	Salvatore Ferragamo Dragonfly-Print Silk Tie	1948	Salvatore Ferragamo	10	Blue	NAVY
171	522583207	250.0	TOM FORD Silk Knit Flat-End Tie	2130	Tom Ford	1	Brown	BROWN
172	500601161	190.0	Salvatore Ferragamo Vara-Printed Silk Tie	1948	Salvatore Ferragamo	10	Blue	BLUE
173	505368429	275.0	Stefano Ricci Medallion-Print Silk Tie	3297	Stefano Ricci	1	Brown	BROWN
174	516482680	250.0	Stefano Ricci Neat Printed Silk Tie	3297	Stefano Ricci	3	Orange	ORANGE
175	518964853	195.0	Ermenegildo Zegna Paisley-Print Silk Tie	1139	Ermenegildo Zegna	1	Brown	BROWN
176	497056367	250.0	Stefano Ricci Neat Stripe Silk Tie	3297	Stefano Ricci	10	Blue	GREEN/NAVY
177	523651485	295.0	Kiton Neat Circle-Medallion Printed Silk Tie	1452	Kiton	10	Blue	BLUE
178	513124363	200.0	Fendi Mini Monster Eyes Textured Silk Tie	1171	Fendi	7	Red	RED
179	531945583	195.0	Ermenegildo Zegna Woven Dot & Textured-Ground Silk Tie, Navy	1139	Ermenegildo Zegna	10	Blue	NAVY
180	524001332	295.0	Kiton Woven Dot-Pattern Twill Silk Tie	1452	Kiton	7	Red	RED
181	497056574	250.0	Stefano Ricci Neat Medallion-Print Silk Tie	3297	Stefano Ricci	10	Blue	LIGHT BLUE
182	516483396	250.0	Stefano Ricci Neat Circle-Print Silk Tie	3297	Stefano Ricci	1	Brown	BROWN/BLUE
183	505059797	175.0	Alexander McQueen Camouflage Skull Silk Tie	689	Alexander McQueen	10	Blue	BLUE/BLACK
184	516482672	275.0	Stefano Ricci Medallion-Print Silk Tie	3297	Stefano Ricci	7	Red	RED/BLUE
185	531585384	245.0	Ermenegildo Zegna Woven Tone-on-Tone Dot Silk Tie	1139	Ermenegildo Zegna	14	Gray	CHARCOAL
186	469944798	155.0	Burberry Classic Silk Bow Tie	870	Burberry	16	Black	Black
187	526853533	190.0	Burberry Slim Cut Check Cotton Silk Tie	870	Burberry	13	Green	Eucalyptus Green
188	517038499	90.0	Burberry 'Manston' Check Silk Tie (Big Boys)	870	Burberry			New Classic Check
189	532427087	90.0	Kenzo Burgundy Tiger Tie	2498	Kenzo			
190	532427187	100.0	Kenzo Black Printed Tie	2498	Kenzo			
191	532994825	125.0	Paul Smith Black Striped Silk Tie	1795	Paul Smith			
192	505022022	220.0	Givenchy Black & White Striped Tie	1227	Givenchy			
193	505026674	220.0	Givenchy Black Number Tie	1227	Givenchy			
194	524052165	165.0	Alexander McQueen Grey Prince of Wales & Skull Tie	689	Alexander McQueen			
195	526319193	140.0	Neil Barrett Black Thunderbolt Tie	7860	Neil Barrett			
196	526434358	225.0	Saint Laurent Black Music Notes Tie	30163	Saint Laurent			
197	529260824	195.0	Givenchy Black Star Tie	1227	Givenchy			
198	529260829	200.0	Givenchy Black Stars & Stripes Tie	1227	Givenchy			
199	529260836	200.0	Givenchy Black Stars & Stripes Tie	1227	Givenchy			
200	529260892	200.0	Givenchy Black Striped Tie	1227	Givenchy			
201	529260898	220.0	Givenchy Black Floral Tie	1227	Givenchy			
202	529260900	220.0	Givenchy Black Monkey Brothers Tie	1227	Givenchy			
203	529260905	200.0	Givenchy Black Stars Tie	1227	Givenchy			
204	529261045	200.0	Givenchy Black Stars & Stripes Tie	1227	Givenchy			
205	530031046	225.0	Saint Laurent Black Star Tie	30163	Saint Laurent			
206	532994799	125.0	Paul Smith Black Striped Silk Tie	1795	Paul Smith			
207	534302058	165.0	Alexander McQueen Burgundy Skull Print Tie	689	Alexander McQueen			
208	530089172	190.0	Burberry Classic Cut Silk Tie	870	Burberry	7	Red	Dark Burgundy
209	526853538	190.0	Burberry Modern Cut Check Jacquard Silk Tie	870	Burberry	14	Gray	Light Grey Melange
210	537874020	190.0	Burberry Slim Cut Geometric Print Silk Tie	870	Burberry			Dark Elderberry
211	495567491	195.0	Burberry Slim Cut Knitted Silk Tie	870	Burberry	16	Black	Black
212	532527843	125.0	Dress Tie – Navy	33063	Rag & Bone	16	Black	BLACK
213	476630137	190.0	Burberry Modern Cut Check Silk Tie	870	Burberry	20	Beige	Smoked Trench
214	525605661	190.0	Burberry Slim Cut Textured Striped Silk Tie	870	Burberry	10	Blue	Navy
215	526853537	190.0	Burberry Modern Cut Check Jacquard Silk Tie	870	Burberry			Heather
216	531388742	195.0	Burberry Slim Cut Decorative Jacquard Silk Tie	870	Burberry	10	Blue	Navy
217	499764700	195.0	Burberry Modern Cut Check Silk Tie	870	Burberry	14	Gray	Charcoal
218	531388722	190.0	Burberry Slim Cut Jacquard Silk Tie	870	Burberry	7	Red	Burgundy Red
219	536642982	190.0	Burberry Modern Cut Check Silk Tie	870	Burberry	14	Gray	Charcoal
220	537424575	190.0	Burberry Modern Cut Paisley Print Silk Tie	870	Burberry	10	Blue	Navy
221	538565191	195.0	Burberry Modern Cut Check Cashmere Silk Tie	870	Burberry	14	Gray	Light Grey Melange
222	535972587	165.0	Alexander McQueen 7cm Floral-Print Silk-Twill Tie	689	Alexander McQueen	16	Black	Black
223	539381606	79.0	Saint Laurent Men's Faille Jacquard Skinny Necktie-BLACK, BLUE	30163	Saint Laurent	10	Blue	BLACK,BLUE
224	534282028	148.0	Skinny Circular Tie	1385	John Varvatos	1	Brown	BLK/OFF WHIT
225	534282034	148.0	Mini Cross Hatch Tie	1385	John Varvatos	10	Blue	BLUE HEATHER
226	534282035	148.0	Skinny Pindot Tie	1385	John Varvatos	8	Purple	ESPRESSO
227	534282042	148.0	Skinny Oval-Print Tie	1385	John Varvatos	16	Black	BLACK
228	537230419	148.0	Skinny Mini-Dot Tie	1385	John Varvatos	10	Blue	NAVY
229	537230423	158.0	Wide Shadow Striped Tie	1385	John Varvatos	16	Black	BLACK
230	537230428	148.0	Skinny Wide Stripe Tie	1385	John Varvatos	8	Purple	BURGUNDY
231	537230434	148.0	Skinny Herringbone Tie	1385	John Varvatos	1	Brown	CHARC BROWN
232	537230440	148.0	Skinny Checked Tie	1385	John Varvatos	8	Purple	PURPLE
233	537230444	158.0	Abstract Honeycomb Tie	1385	John Varvatos	14	Gray	GREY OMBRE
234	532973116	155.0	Canali Woven Micro-Geometric Silk Tie, Burgundy	891	Canali	7	Red	BURGUNDY
235	532974631	155.0	Canali Woven Foulard Silk Tie, Navy	891	Canali	10	Blue	NAVY
236	489057151	245.0	Charvet Diagonal Square & Dot-Print Silk Tie, Magenta	949	Charvet	8	Purple	MAGENTA
237	500600576	190.0	Burberry Heritage Stone Check Silk Tie, Green	870	Burberry	13	Green	GREEN
238	510920993	250.0	TOM FORD Narrow Satin Bow Tie, Black	2130	Tom Ford	16	Black	BLACK
239	532968244	155.0	Canali Woven Foulard Silk Tie, Burgundy	891	Canali	7	Red	BURGUNDY
240	538912123	145.0	Eton Swirl-Print Silk Tie, Purple	5382	Eton	8	Purple	PURPLE
241	523569179	95.0	Boss Hugo Boss Neat Diamond-Grid Printed Silk Tie, Purple	0		8	Purple	PURPLE
242	526057631	145.0	Boss Hugo Boss Colorblock Knit Skinny Tie, Navy	0		10	Blue	NAVY
243	515771974	225.0	Isaia Solid Donegal Tie, Steel Blue	31859	Isaia	10	Blue	STEEL BLUE
244	519778373	195.0	Brackish Bowties Flintlock Peacock-Feather Bow Tie, Turquoise	0		10	Blue	TURQUOISE
245	538912103	145.0	Eton Neat Floral Silk Tie, Brown	5382	Eton	1	Brown	BROWN
246	470693801	140.0	Lanvin Classic Grenadine Bow Tie, Light Blue	1487	Lanvin	10	Blue	LIGHT BLUE
247	494221070	170.0	Lanvin Knit Silk Tie, Navy	1487	Lanvin	10	Blue	NAVY
248	474720316	190.0	Salvatore Ferragamo Gancini-Print Silk Tie, Pink	1948	Salvatore Ferragamo	17	Pink	PINK
249	494222294	160.0	Lanvin Solid Silk Tie, Black	1487	Lanvin	16	Black	BLACK
250	511547145	230.0	Brioni Satin-Striped Houndstooth Silk Tie, Red	859	Brioni	7	Red	RED
251	532307746	175.0	Armani Collezioni Woven Neat Micro-Dot Tie, Purple	747	Armani Collezioni	8	Purple	PURPLE
252	538912087	145.0	Eton Neat Woven Basket Tie, Red	5382	Eton	7	Red	RED
253	538912093	145.0	Eton Floral Square Foulard Silk Tie, Steel Blue	5382	Eton	10	Blue	STEEL BLUE
254	484359490	190.0	Salvatore Ferragamo Hummingbird-Print Silk Tie, Green	1948	Salvatore Ferragamo	13	Green	GREEN
255	472055134	190.0	Salvatore Ferragamo Allover Gancini-Print Woven Tie, Navy	1948	Salvatore Ferragamo	10	Blue	NAVY
256	489057155	245.0	Charvet Medallion-Print Silk Tie, Light Blue	949	Charvet	10	Blue	LIGHT BLUE
